22114	4991	es	Adam Surray	Brigada-77	-	Intriga	-	-	-	-	-	-	-	1976-02-29T23:00:00+00:00
21259	4888	es	Adam Surray	Made in Marte	-	Ciencia ficción	-	-	-	-	-	-	-	1978-02-28T23:00:00+00:00
21440	5220	es	Adam Surray	Ataud para un robot	-	Ciencia ficción	-	-	-	-	-	-	-	1975-05-31T22:00:00+00:00
20752	4675	es	Adam Surray	Cadaver-puzzle	-	Terror	-	-	-	-	-	-	-	1978-06-30T22:00:00+00:00
23204	5179	es	Adam Surray	El bebedizo infernal	-	Terror	-	-	-	-	-	-	-	1981-09-30T23:00:00+00:00
26217	5205	es	Adam Surray	Cava tu fosa, pistolero	-	Novela	-	-	-	-	-	-	-	1974-05-31T22:00:00+00:00
23162	5075	es	Adam Surray	Una suite en el cementerio	-	Terror	-	-	-	-	-	-	-	1980-01-31T23:00:00+00:00
19696	4620	es	Adam Surray	Perispíritu	-	Ciencia ficción	-	-	-	-	-	-	-	1975-06-30T22:00:00+00:00
20216	4825	es	Adam Surray	Vagabundos del espacio	-	Ciencia ficción	-	-	-	-	-	-	-	1976-05-31T22:00:00+00:00
22946	4892	es	Adam Surray	Trío de farsantes	-	Novela	-	-	-	-	-	-	-	1975-10-31T23:00:00+00:00
24157	5415	es	Adam Surray	El circo del horror	-	Terror	-	-	-	-	-	-	-	1979-06-30T22:00:00+00:00
20866	4575	es	Adam Surray	El difunto quiere vengarse	-	Terror	-	-	-	-	-	-	-	1978-08-31T22:00:00+00:00
21579	4937	es	Adam Surray	El planeta de «no volverás»	text	Ciencia ficción	-	-	-	-	-	-	-	2014-01-26
20891	4805	es	Adam Surray	Operacion «Morituri»	-	Ciencia ficción	-	-	-	-	-	-	-	1977-07-31T22:00:00+00:00
24025	4691	es	Adam Surray	Phantom Ranch	-	Novela	-	-	-	-	-	-	-	1980-02-29T23:00:00+00:00
26460	5681	es	Adam Surray	Ven a morir conmigo	-	Terror	-	-	-	-	-	-	-	1974-01-01T00:00:00+00:00
20903	4618	es	Adam Surray	Hotel Infierno	-	Terror	-	-	-	-	-	-	-	1981-09-30T23:00:00+00:00
22978	4716	es	Adam Surray	Mis amados muertos	-	Terror	-	-	-	-	-	-	-	1982-11-30T23:00:00+00:00
22402	4706	es	Adam Surray	Simposium del horror	-	Terror	-	-	-	-	-	-	-	1983-01-31T23:00:00+00:00
23298	5510	es	Adam Surray	Tratamiento de terror	-	Terror	-	-	-	-	-	-	-	1980-01-01T00:00:00+00:00
22335	4897	es	Adam Surray	Hombres de goma	-	Ciencia ficción	-	-	-	-	-	-	-	1974-08-31T22:00:00+00:00
21276	4980	es	Adam Surray	Fauna intergaláctica	-	Ciencia ficción	-	-	-	-	-	-	-	1982-06-30T22:00:00+00:00
24156	5466	es	Adam Surray	Las discípulas de Satán	-	Terror	-	-	-	-	-	-	-	1974-01-01T00:00:00+00:00
22697	5012	es	Adam Surray	En un lugar del averno	-	Novela	-	-	-	-	-	-	-	1981-12-31T23:00:00+00:00
22225	4688	es	Adam Surray	Granujas a tiro limpio	-	Novela	-	-	-	-	-	-	-	1985-12-31T23:00:00+00:00
23768	5274	es	Adam Surray	La tribu de Shalaw	-	Ciencia ficción	-	-	-	-	-	-	-	1980-08-09T22:00:00+00:00
22846	5168	es	Adam Surray	La favorita de Satán	-	Terror	-	-	-	-	-	-	-	1978-03-31T23:00:00+00:00
22687	4877	es	Adam Surray	Humanoides	-	Novela	-	-	-	-	-	-	-	1982-12-31T23:00:00+00:00
20913	4941	es	Adam Surray	Larvas	-	Ciencia ficción	-	-	-	-	-	-	-	1976-08-31T22:00:00+00:00
21948	4830	es	Adam Surray	Ángel del infierno	-	Terror	-	-	-	-	-	-	-	1982-02-28T23:00:00+00:00
21396	5011	es	Adam Surray	Visitantes del futuro	-	Ciencia ficción	-	-	-	-	-	-	-	1976-04-30T22:00:00+00:00
24223	5514	es	Adam Surray	¡Vuelve a la tumba, Helen!	-	Terror	-	-	-	-	-	-	-	1979-10-31T23:00:00+00:00
23030	5049	es	Adam Surray	La llamada de los muertos	-	Terror	-	-	-	-	-	-	-	1983-04-30T22:00:00+00:00
20756	4769	es	Adam Surray	¡Devuélveme mi cabeza!	-	Terror	-	-	-	-	-	-	-	1980-08-31T22:00:00+00:00
22836	5454	es	Adam Surray	Venecia, parada y muerte	-	Novela	-	-	-	-	-	-	-	1980-07-31T22:00:00+00:00
21423	4367	es	Adam Surray	Sheriff a la fuerza	-	Novela	-	-	-	-	-	-	-	1984-08-31T22:00:00+00:00
21457	5020	es	Adam Surray	Comic de terror	-	Novela	-	-	-	-	-	-	-	1979-12-31T23:00:00+00:00
19856	4628	es	Adam Surray	La reencarnación de Carol Merrill	-	Terror	-	-	-	-	-	-	-	1980-07-31T22:00:00+00:00
21712	4981	es	Adam Surray	El anticuario	-	Terror	-	-	-	-	-	-	-	1981-01-31T23:00:00+00:00
23663	5368	es	Adam Surray	Aunque la muerte se vista de seda…	-	Terror	-	-	-	-	-	-	-	1980-05-31T22:00:00+00:00
22927	4925	es	Adam Surray	La llave del infierno	-	Terror	-	-	-	-	-	-	-	1982-09-30T23:00:00+00:00
23267	5196	es	Adam Surray	Impar, rojo, muerte…	-	Policial	-	-	-	-	-	-	-	1975-11-30T23:00:00+00:00
24666	4899	es	Adam Surray	Voluntarios para morir	-	Novela	-	-	-	-	-	-	-	1982-06-30T22:00:00+00:00
25216	5399	es	Adam Surray	Tiempo de morir	-	Novela	-	-	-	-	-	-	-	1975-05-31T22:00:00+00:00
21835	4967	es	Adam Surray	Las brujas de Woodsville	-	Terror	-	-	-	-	-	-	-	1981-07-31T22:00:00+00:00
21731	4986	es	Adam Surray	La momia viviente	-	Terror	-	-	-	-	-	-	-	1978-10-31T23:00:00+00:00
18360	5429	es	Adam Surray	Ali-Baba y los cuarenta marcianos	-	Novela	-	-	-	-	-	-	-	1979-12-31T23:00:00+00:00
25362	5306	es	Adam Surray	Un caballo, un colt y una mujer	-	Novela	-	-	-	-	-	-	-	1984-12-31T23:00:00+00:00
21639	5035	es	Adam Surray	Accidente en la Ipsilon-V	-	Ciencia ficción	-	-	-	-	-	-	-	1981-08-09T22:00:00+00:00
26592	5249	es	Adam Surray	Los hibernados	-	Ciencia ficción	-	-	-	-	-	-	-	1972-09-30T23:00:00+00:00
22991	5055	es	Adam Surray	La maldición de los Barrymore	-	Terror	-	-	-	-	-	-	-	1983-10-31T23:00:00+00:00
22171	4761	es	Adam Surray	El anillo de Asfelgor	-	Terror	-	-	-	-	-	-	-	1983-07-31T22:00:00+00:00
23602	5357	es	Adam Surray	Infierno, S. A.	-	Terror	-	-	-	-	-	-	-	1979-05-31T22:00:00+00:00
22316	5149	es	Adam Surray	El siniestro doctor Sternberg	-	Terror	-	-	-	-	-	-	-	1984-05-31T22:00:00+00:00
23672	4734	es	Adam Surray	Dos tejanos	-	Novela	-	-	-	-	-	-	-	1979-06-30T22:00:00+00:00
22083	5029	es	Adam Surray	En busca del dinosaurio perdido	-	Ciencia ficción	-	-	-	-	-	-	-	1983-11-30T23:00:00+00:00
22903	5209	es	Adam Surray	La rebelión de los topos	-	Ciencia ficción	-	-	-	-	-	-	-	1982-08-31T22:00:00+00:00
20424	4767	es	Adam Surray	Made in Chicago	-	Novela	-	-	-	-	-	-	-	2018-07-31T22:00:00+00:00
29861	5430	es	E. Jarber	Viejos amigos mortales	-	Novela	-	-	-	-	-	-	-	1967-12-31T23:00:00+00:00
153796	16284	es	David Tejera	Seis peces azules	-	Aventuras	-	-	-	-	-	-	-	2012-01-01T00:00:00+00:00
104854	13181	es	Suzanne Enoch	Escandalosa	-	Romántico	-	-	-	-	-	-	-	2012-08-09T22:00:00+00:00
106176	14244	es	Suzanne Enoch	El héroe	-	Romántico	-	-	-	-	-	-	-	2010-08-09T22:00:00+00:00
108427	12591	es	Suzanne Enoch	Un toque de picardía	-	Romántico	-	-	-	-	-	-	-	2007-08-09T22:00:00+00:00
105437	12335	es	Suzanne Enoch	Doble tentación	-	Romántico	-	-	-	-	-	-	-	2007-08-09T22:00:00+00:00
114105	11497	es	Suzanne Enoch	Conquistar a un seductor	-	Romántico	-	-	-	-	-	-	-	2009-08-09T22:00:00+00:00
115121	12591	es	Suzanne Enoch	Encuentro a medianoche	-	Romántico	-	-	-	-	-	-	-	2007-08-09T22:00:00+00:00
98881	10683	es	Suzanne Enoch	El canalla	-	Romántico	-	-	-	-	-	-	-	2009-12-31T23:00:00+00:00
110120	14694	es	Suzanne Enoch	El seductor	-	Romántico	-	-	-	-	-	-	-	2010-08-09T22:00:00+00:00
116747	13118	es	Suzanne Enoch	Los multimillonarios las prefieren rubias	-	Romántico	-	-	-	-	-	-	-	2009-08-09T22:00:00+00:00
119429	13301	es	Suzanne Enoch	No bajes la vista	-	Romántico	-	-	-	-	-	-	-	2008-08-09T22:00:00+00:00
113100	12558	es	Suzanne Enoch	Enmendar a un granuja	-	Romántico	-	-	-	-	-	-	-	2006-08-09T22:00:00+00:00
110253	14079	es	Suzanne Enoch	Reglas de compromiso	-	Romántico	-	-	-	-	-	-	-	2012-08-09T22:00:00+00:00
107675	12242	es	Suzanne Enoch	Una historia de escándalo	-	Romántico	-	-	-	-	-	-	-	2007-08-09T22:00:00+00:00
123784	13819	es	Suzanne Enoch	Coqueteando con el peligro	-	Variada	-	-	-	-	-	-	-	2005-08-09T22:00:00+00:00
97679	13618	es	Gaizka Arostegi	El último arpón	-	Histórico	-	-	-	-	-	-	-	2014-12-08
64902	10895	es	Gaizka Arostegi	El agote	-	Histórico	-	-	-	-	-	-	-	2013-10-25
260856	21537	es	János Székely	Tentación	-	Drama	-	-	-	-	-	-	Mária Szijj	1949-01-01T00:00:00+00:00
72311	10572	es	El Chojin	Ríe cuando puedas, llora cuando lo necesites	-	Arte	-	-	-	-	-	-	-	2011-01-01T00:00:00+00:00
95067	12246	es	Craig Johnson	El caballo negro	-	Policial	-	-	-	-	-	-	María Porras Sánchez	2009-01-01T00:00:00+00:00
99916	13022	es	Craig Johnson	Los mocasines de otro hombre	-	Policial	-	-	-	-	-	-	María Porras Sánchez	2008-01-01T00:00:00+00:00
109722	13432	es	Craig Johnson	Una muerte solitaria	-	Policial	-	-	-	-	-	-	María Porras Sánchez	2016-08-06
99688	12232	es	Craig Johnson	Castigo para los buenos	-	Policial	-	-	-	-	-	-	María Porras Sánchez	2007-01-01T00:00:00+00:00
147268	16282	es	Craig Johnson	Fría venganza	-	Policial	-	-	-	-	-	-	María Porras Sánchez	2015-05-20
40298	4977	es	Mario Carrillo	Mindfulness, sencillamente	-	Autoayuda	-	-	-	-	-	-	-	2014-09-12T22:00:00+00:00
68577	8702	es	Sophia Bennett	Hilos	-	Juvenil	-	-	-	-	-	-	-	2009-08-09T22:00:00+00:00
32114	6043	es	Françoise Sagan	Buenos días, tristeza	-	Drama	-	-	-	-	-	-	Javier Albiñana	1954-01-01T00:00:00+00:00
39057	6540	es	Françoise Sagan	Perro rastrero	-	Drama	-	-	-	-	-	-	-	1980-08-09T22:00:00+00:00
60256	9612	es	Françoise Sagan	La huida	-	Psicológico	-	-	-	-	-	-	Xavier Gispert	1991-01-01T00:00:00+00:00
372575	24995	es	Margaret Thatcher	Los años de Downing Street	-	Memorias	-	-	-	-	-	-	Editorial	1993-01-01T00:00:00+00:00
124649	14146	es	Paul Bowles	Déjala que caiga	-	Novela	-	-	-	-	-	-	-	2018-04-24T05:00:00+00:00
103973	12343	es	Paul Bowles	El cielo protector	-	Drama	-	-	-	-	-	-	Aurora Bernárdez	1949-01-01T00:00:00+00:00
15718	3757	es	Paul Bowles	Muy lejos de casa	-	Realista	-	-	-	-	-	-	Rodrigo Rey Rosa	1991-01-01T00:00:00+00:00
65207	8777	es	Paul Bowles	Por encima del mundo	-	Variada	-	-	-	-	-	-	-	1966-08-09T23:00:00+00:00
84788	9752	es	Reinhold Messner	Mi vida al límite	-	Deportes y juegos	-	-	-	-	-	-	Beatriz de la Fuente Marina	2004-01-01T00:00:00+00:00
26782	5729	es	diostuitero	Palabra de Dios tuitero	-	Humor	-	-	-	-	-	-	-	2015-01-01T00:00:00+00:00
93026	11554	es	Marta Sofía	Ágora	-	Histórico	-	-	-	-	-	-	-	2009-01-01T00:00:00+00:00
138785	15108	es	Bryan Stevenson	Por compasión	-	Novela	GRUP62	-	-	-	-	-	-	2018-01-15T23:00:00+00:00
87829	11479	es	Massimo Mongai	Memorias de un cocinero de astronave	-	Ciencia ficción	-	-	-	-	-	-	-	1997-08-09T22:00:00+00:00
130865	17746	es	María Mestayer de Echagüe	Historia de la Gastronomía	-	Hogar	-	-	-	-	-	-	-	1943-01-01T00:00:00+00:00
124596	14170	es	Florencia Bonelli	Nacida bajo el signo del toro	-	Romántico	-	-	-	-	-	-	-	2013-01-01T00:00:00+00:00
264719	24868	es	Florencia Bonelli	Caballo de fuego: Congo	-	Intriga	-	-	-	-	-	-	-	2011-01-01T00:00:00+00:00
212871	22003	es	Florencia Bonelli	El cuarto arcano	-	Histórico	-	-	-	-	-	-	-	2007-01-01T00:00:00+00:00
118158	12865	es	Florencia Bonelli	Bodas de odio	-	Histórico	-	-	-	-	-	-	-	1999-01-01T00:00:00+00:00
142845	16660	es	Florencia Bonelli	Lo que dicen tus ojos	-	Erótico	-	-	-	-	-	-	-	1997-01-01T00:00:00+00:00
233117	22883	es	Florencia Bonelli	Me llaman Artemio Furia	-	Histórico	-	-	-	-	-	-	-	2009-01-01T00:00:00+00:00
301161	26901	es	Florencia Bonelli	Caballo de fuego. Gaza	-	Intriga	-	-	-	-	-	-	-	2012-01-01T00:00:00+00:00
279449	22811	es	Florencia Bonelli	Almanegra	-	Histórico	-	-	-	-	-	-	-	2015-01-01T00:00:00+00:00
322438	27331	es	Florencia Bonelli	Aquí hay dragones	-	Novela	-	-	-	-	-	-	Suma de Letras	2018-08-31T22:00:00+00:00
268790	21957	es	Florencia Bonelli	Jasy	-	Histórico	-	-	-	-	-	-	-	2014-01-01T00:00:00+00:00
340076	25888	es	Florencia Bonelli	La tierra sin mal	-	Histórico	-	-	-	-	-	-	-	2015-01-01T00:00:00+00:00
253833	24298	es	Florencia Bonelli	Caballo de fuego. París	-	Intriga	-	-	-	-	-	-	-	2011-01-01T00:00:00+00:00
206122	20411	es	Florencia Bonelli	Indias blancas	-	Histórico	-	-	-	-	-	-	-	2005-01-01T00:00:00+00:00
237059	19634	es	Florencia Bonelli	Nacida bajo el fuego de Aries	-	Novela	-	-	-	-	-	-	-	2017-09-01T03:00:00+00:00
236171	19315	es	Florencia Bonelli	Nacida bajo el sol de Acuario	-	Romántico	-	-	-	-	-	-	-	2015-01-01T00:00:00+00:00
272111	25537	es	Florencia Bonelli	El puerto de las tormentas	-	Histórico	-	-	-	-	-	-	-	2007-01-01T00:00:00+00:00
155563	16273	es	Florencia Bonelli	Marlene	-	Histórico	-	-	-	-	-	-	-	2003-01-01T00:00:00+00:00
154290	13596	es	Leigh Greenwood	Lily	-	Romántico	-	-	-	-	-	-	-	1996-09-24T22:00:00+00:00
74169	8187	es	Leigh Greenwood	Solamente tú	-	Romántico	-	-	-	-	-	-	-	1998-09-24T22:00:00+00:00
138795	12465	es	Leigh Greenwood	Fern	-	Histórico	-	-	-	-	-	-	Pedro Lama Lama	1994-01-01T00:00:00+00:00
141552	11191	es	Leigh Greenwood	Laurel	-	Histórico	-	-	-	-	-	-	Patricia Torres	1995-01-01T00:00:00+00:00
132626	13655	es	Leigh Greenwood	Rose	-	Histórico	-	-	-	-	-	-	Pedro Lama Lama	1993-01-01T00:00:00+00:00
132357	11422	es	Leigh Greenwood	Daisy	-	Romántico	-	-	-	-	-	-	-	1995-09-24T22:00:00+00:00
156862	12411	es	Leigh Greenwood	Violet	-	Romántico	-	-	-	-	-	-	-	1996-09-24T22:00:00+00:00
138521	12328	es	Leigh Greenwood	Iris	-	Histórico	-	-	-	-	-	-	Pedro Lama Lama	1994-01-01T00:00:00+00:00
79398	11028	es	Nicolas Freeling	Amor en Amsterdam	-	Policial	-	-	-	-	-	-	Clara Janés & José María Martín	1962-01-01T00:00:00+00:00
84418	12791	es	Nicolas Freeling	¡Tsing Boum!	text	Novela	-	-	-	-	-	-	Jose Sinland D’espouy	2018-05-23T22:00:00+00:00
83385	12395	es	Nicolas Freeling	¿Por qué suenan las cornetas?	-	Policial	-	-	-	-	-	-	Carme Camps	1975-01-01T00:00:00+00:00
105534	14048	es	Nicolas Freeling	No tan lejos como Velma	-	Policial	-	-	-	-	-	-	José Manuel Pomares Olivares	1989-01-01T00:00:00+00:00
101560	14576	es	Nicolas Freeling	Los amos de la noche	-	Policial	-	-	-	-	-	-	Gemma Gallart	1978-01-01T00:00:00+00:00
86416	11935	es	Nicolas Freeling	Cañones y manteca	-	Policial	-	-	-	-	-	-	-	1968-06-01T21:00:00+00:00
100238	14920	es	Nicolas Freeling	El viento del norte	-	Policial	-	-	-	-	-	-	Carmen Camps	1983-01-01T00:00:00+00:00
85600	12034	es	Nicolas Freeling	La boca sombría	-	Policial	-	-	-	-	-	-	-	1971-08-09T22:00:00+00:00
100391	14338	es	Nicolas Freeling	La viuda	-	Intriga	-	-	-	-	-	-	Carmen Camps	1979-01-01T00:00:00+00:00
137076	15399	es	Luccette Lagnado	Cairo Suite	-	Variada	-	-	-	-	-	-	-	2007-08-09T22:00:00+00:00
218019	19353	es	Manuel Ros Agudo	La guerra Secreta de Franco (1939-1945)	-	Historia	-	-	-	-	-	-	-	2002-01-01T00:00:00+00:00
117550	11472	es	Zoë Ferraris	Buscando a Nouf	-	Intriga	-	-	-	-	-	-	Raquel Galindo	2008-01-01T00:00:00+00:00
32617	5961	es	Th. Ormento	LANDRU	-	Histórico	-	-	-	-	-	-	-	1972-01-01T00:00:00+00:00
53091	8070	es	Miguel Masriera	Siempre	-	Teatro	-	-	-	-	-	-	-	1968-12-31T23:00:00+00:00
54163	7646	es	Elizabeth Wein	Los últimos jedi: Escuadrón Cobalto	-	Novela	-	-	-	-	-	-	Rinoa83	2017-11-30T23:00:00+00:00
89656	10423	es	Andreas Englisch	El enigma de la cripta vaticana	-	Intriga	-	-	-	-	-	-	-	1998-08-09T22:00:00+00:00
87482	10480	es	Hans Moravec	El hombre mecánico	-	Ciencias naturales	-	-	-	-	-	-	-	1993-09-30T22:00:00+00:00
652527	31652	es	Werner Jaeger	Paideia: Los ideales de la cultura griega	-	Ciencias sociales	-	-	-	-	-	-	Joaquín Xirau & Wenceslao Roces	1933-01-01T00:00:00+00:00
85201	10848	es	Mary Berg	El gueto de Varsovia	-	Memorias	-	-	-	-	-	-	Alfredo Cepeda	1942-01-01T00:00:00+00:00
75213	9012	es	Kate Hoffmann	Secretos en el tiempo	-	Novela	-	-	-	-	-	-	-	2003-01-28T23:00:00+00:00
55969	7074	es	Kate Hoffmann	Al calor del deseo	-	Romántico	-	-	-	-	-	-	-	2016-06-12T06:00:00+00:00
53760	6787	es	Kate Hoffmann	Campanadas de boda	-	Novela	-	-	-	-	-	-	-	1999-12-31T23:00:00+00:00
299970	22948	es	Pekka Hämäläinen	El imperio comanche	-	Historia	-	-	-	-	-	-	Ricardo García Pérez	2008-01-01T00:00:00+00:00
114155	12222	es	Myranda Kalis	Brujah	text	Fantástico	-	-	-	-	-	epub	-	2002-12-31T23:00:00+00:00
92922	16011	es	Fundéu BBVA	Manual de español urgente, 19ª Edición	-	Diccionarios y enciclopedias	Penguin Random House Grupo Editorial, S.A.U.	-	-	-	-	-	-	2016-02-14T23:00:00+00:00
50578	6138	es	George Bird Grinnell	Cuentos de los indios Pawnee	-	Otros	-	-	-	-	-	-	Ramón Martínez Castellote	1893-01-01T00:00:00+00:00
143179	14388	es	Karl Schroeder	La señora de los laberintos	-	Ciencia ficción	-	-	-	-	-	-	Virginia Sanmartín López	2005-01-01T00:00:00+00:00
95399	14027	es	Segismundo Luengo	La divina bastarda, Isabel de Cervantes	-	Histórico	-	-	-	-	-	-	-	2009-08-09T22:00:00+00:00
200930	20343	es	Rubem Fonseca	Los mejores relatos	-	Fantástico	-	-	-	-	-	-	-	1998-05-14T22:00:00+00:00
37051	6540	es	Rubem Fonseca	Secreciones, excreciones y desatinos	-	Drama	-	-	-	-	-	-	Basilio Losada	2001-01-01T00:00:00+00:00
79150	11708	es	Rubem Fonseca	Pasado negro	-	Variada	-	-	-	-	-	-	-	1986-08-09T22:00:00+00:00
27245	5790	es	Rubem Fonseca	El enfermo Molière	-	Histórico	-	-	-	-	-	-	Elkin Obregón	2000-01-01T00:00:00+00:00
28267	5119	es	Susana Sánchez	Una aurora sonriente	-	Romántico	-	-	-	-	-	-	-	2015-12-11T23:00:00+00:00
23707	4586	es	Marga Minco	La hierba amarga	-	Memorias	-	-	-	-	-	-	Julio Grande	1957-01-01T00:00:00+00:00
132516	15805	es	Anna Maria Ortese	El colorín afligido	-	Otros	-	-	-	-	-	-	Esther Benítez	1993-01-01T00:00:00+00:00
60461	9606	es	Anna Maria Ortese	El mar no baña Nápoles	-	Realista	-	-	-	-	-	-	Francesc Miravitlles	1953-01-01T00:00:00+00:00
70649	9882	es	James Leo Herlihy	Vaquero de medianoche	-	Drama	-	-	-	-	-	-	-	1965-08-09T23:00:00+00:00
88680	10968	es	Flavia Bujor	La profecía de las piedras	-	Fantástico	-	-	-	-	-	-	Teresa Clavel	2002-01-01T00:00:00+00:00
127823	13159	es	Javier Casado	Wernher von Braun	-	Historia	-	-	-	-	-	-	-	2009-01-01T00:00:00+00:00
144416	13318	es	Javier Casado	Rumbo al cosmos	-	Ciencias naturales	-	-	-	-	-	-	-	2011-02-07T23:00:00+00:00
27219	4055	es	Cass Donovan	Rojas sendas de muerte	-	Novela	-	-	-	-	-	-	-	1983-12-31T23:00:00+00:00
33244	5715	es	Pilar Lepe	Blanca	-	Novela	-	-	-	-	-	-	-	2013-04-20T22:00:00+00:00
61550	8138	es	Pilar Lepe	La joven del jardín	-	Romántico	-	-	-	-	-	-	-	2014-08-16T22:00:00+00:00
42619	6747	es	Pilar Lepe	Amar otra vez	-	Novela	-	-	-	-	-	-	-	2013-12-24T23:00:00+00:00
71747	8895	es	Pilar Lepe	Escrito en el agua	-	Novela	-	-	-	-	-	-	-	2018-06-29T22:00:00+00:00
75539	9567	es	Pilar Lepe	Nunca te olvidé	-	Novela	-	-	-	-	-	-	-	2015-04-11T22:00:00+00:00
19746	4122	es	Pilar Lepe	Amores fugaces	-	Erótico	-	-	-	-	-	-	-	2013-11-01T23:00:00+00:00
45506	6876	es	Pilar Lepe	Espérame en Cornualles	-	Novela	-	-	-	-	-	-	-	2016-08-11T22:00:00+00:00
52122	7593	es	Pilar Lepe	El contrato	-	Novela	-	-	-	-	-	-	-	2015-09-30T22:00:00+00:00
56929	7950	es	Pilar Lepe	Trampas del azar	-	Romántico	-	-	-	-	-	-	-	2016-02-29T23:00:00+00:00
45666	7161	es	Pilar Lepe	Con el alma en el fiordo	-	Novela	-	-	-	-	-	-	-	2015-07-28T22:00:00+00:00
47219	9576	es	Kurt Cobain	Diarios	-	Memorias	-	-	-	-	-	-	Ángeles Leiva	2002-01-01T00:00:00+00:00
139556	15266	es	Iain M. Banks	Inversiones	-	Ciencia ficción	-	-	-	-	-	-	Manuel Mata Álvarez-Santullano	2018-01-21
145267	16351	es	Iain M. Banks	A barlovento	-	Ciencia ficción	-	-	-	-	-	-	Marta García Martínez	2000-01-01T00:00:00+00:00
85686	12971	es	Iain M. Banks	Una canción de piedra	-	Ciencia ficción	-	-	-	-	-	-	-	1997-08-09T22:00:00+00:00
117957	15026	es	Iain M. Banks	Cómplice	-	Intriga	-	-	-	-	-	-	Cristóbal Pera Román	1993-01-01T00:00:00+00:00
191792	19878	es	Iain M. Banks	Excesión	-	Ciencia ficción	-	-	-	-	-	-	Manuel Mata Álvarez-Santullano	1996-01-01T00:00:00+00:00
216564	19247	es	Iain M. Banks	Contra la oscuridad	-	Ciencia ficción	-	-	-	-	-	-	Pilar Ramírez Tello	1993-01-01T00:00:00+00:00
226716	18885	es	Iain M. Banks	Pensad en flebas	-	Ciencia ficción	-	-	-	-	-	-	Albert Solé	1987-01-01T00:00:00+00:00
104414	13225	es	Iain M. Banks	Pasos sobre cristal	-	Ciencia ficción	-	-	-	-	-	-	-	1985-08-09T22:00:00+00:00
112614	15908	es	Iain M. Banks	El artefakto	-	Ciencia ficción	-	-	-	-	-	-	-	1994-08-09T22:00:00+00:00
159710	17294	es	Iain M. Banks	Juegos de familia	-	Fantástico	-	-	-	-	-	-	Javier Fernández Córdoba	2007-01-01T00:00:00+00:00
111728	14247	es	Iain M. Banks	El puente	-	Fantástico	-	-	-	-	-	-	-	2007-08-09T22:00:00+00:00
121734	16563	es	Iain M. Banks	El Negocio	-	Ciencia ficción	-	-	-	-	-	-	-	2001-08-09T22:00:00+00:00
143165	17969	es	Iain M. Banks	Aire muerto	-	Intriga	-	-	-	-	-	-	-	2002-08-09T22:00:00+00:00
232883	20837	es	Iain M. Banks	Materia	-	Ciencia ficción	-	-	-	-	-	-	Marta García Martínez	2008-01-01T00:00:00+00:00
237751	22956	es	Iain M. Banks	El algebrista	-	Ciencia ficción	-	-	-	-	-	-	Juan José Llanos Collado	2004-01-01T00:00:00+00:00
81311	10932	es	Iain M. Banks	La fábrica de avispas	-	Drama	-	-	-	-	-	-	Cristóbal Pera	1984-01-01T00:00:00+00:00
213183	22635	es	E. M. Nathanson	Doce del patíbulo	-	Bélico	-	-	-	-	-	-	Manuel Herrero Molina	1965-01-01T00:00:00+00:00
34906	5205	es	Samantha Kane	La estrategia del amor	text	Erótico	-	-	-	-	-	-	-	2016-06-21
14420	3298	es	Ahmad Ibn-Fath Ibn-Abirrabía	De la descripción del modo de visitar el templo de Meca	-	Historia	-	-	-	-	-	-	-	1999-12-31T23:00:00+00:00
156045	15526	es	Neal L. Asher	Desconexión	-	Ciencia ficción	-	-	-	-	-	-	Isabel Merino Bodes	2001-01-01T00:00:00+00:00
46727	8143	es	José Carlos Marhuenda	La zona gris	-	Intriga	-	-	-	-	-	-	-	2017-01-01T00:00:00+00:00
99694	12302	es	Cristóbal Terrer	Cameron	-	Novela	-	-	-	-	-	-	-	2016-02-14T23:00:00+00:00
106664	11502	es	Jonathan Winson	Cerebro y psique	-	Ciencias naturales	-	-	-	-	-	-	-	2017-12-21T23:00:00+00:00
102217	12793	es	Patricia Posner	El farmacéutico de Auschwitz	-	Memorias	-	-	-	-	-	-	-	2017-01-17T23:00:00+00:00
75419	10860	es	Vincent Allard	Los misterios de la Biblia	-	Espiritualidad	-	-	-	-	-	-	-	2012-09-30T23:00:00+00:00
120722	13530	es	Isabel Martín	La curandera de Atenas	-	Histórico	-	-	-	-	-	-	-	2010-01-01T00:00:00+00:00
70013	10146	es	Andoni Luis Aduriz	Cocinar, comer, convivir	-	Divulgación	-	-	-	-	-	-	-	2012-05-19T22:00:00+00:00
111438	10462	es	Jón Kalman Stefánsson	La tristeza de los ángeles	-	Drama	-	-	-	-	-	-	Elías Portela	2009-01-01T00:00:00+00:00
64663	8144	es	Jón Kalman Stefánsson	Entre cielo y tierra	-	Drama	-	-	-	-	-	-	Enrique Bernárdez Sanchís	2007-01-01T00:00:00+00:00
135674	12151	es	Jón Kalman Stefánsson	El corazón del hombre	-	Novela	-	-	-	-	-	-	José Manuel Fajardo	2010-12-31T23:00:00+00:00
111105	10270	es	Gary Greenberg	101 mitos de la Biblia	-	Espiritualidad	-	-	-	-	-	-	-	2002-08-09T22:00:00+00:00
33735	6132	es	Luisa Adán Muro	Mi pequeño tesoro	-	Novela	-	-	-	-	-	-	-	2016-06-01
169445	19940	es	Aarón Reyes Domínguez	M. Camino de Destrucción	-	Novela	-	-	-	-	-	-	-	2011-03-05T23:00:00+00:00
