36902	5956	es-ES	Kristi Gold	Noche entre dunas	-	Romántico	-	-	-	-	-	-	-	2015-03-09T23:00:00+00:00
66332	11617	es-ES	Gabriel Glasman	Breve historia del Che Guevara	-	Historia	-	-	-	-	-	-	-	2007-12-31T23:00:00+00:00
1294	603	es-ES	Juan Pérez Zúñiga	El hombre fogoso	-	Relato	http://hemerotecadigital.bne.es/issue.vm?id=0004075507&search=&lang=es	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:13623	-	Pablo Barrio Aller	2011-06-21T00:00:00+00:00
2059	863	es-ES	Juan Pérez Zúñiga	Bartolo, empresario y mártir	-	Relato	http://hemerotecadigital.bne.es/issue.vm?id=0004070757&search=&lang=es	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:14147	-	Pablo Barrio Aller	2011-03-02T00:00:00+00:00
1568	670	es-ES	Juan Pérez Zúñiga	La supersticiosa	-	Relato	http://hemerotecadigital.bne.es/issue.vm?id=0004071952&search=&lang=es	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:14434	-	Pablo Barrio Aller	2011-04-04T00:00:00+00:00
1172	555	es-ES	Juan Pérez Zúñiga	Musicofobia	-	Relato	http://hemerotecadigital.bne.es/issue.vm?id=0004074832&search=&lang=es	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:14021	-	Pablo Barrio Aller	2011-09-07T00:00:00+00:00
1548	665	es-ES	Juan Pérez Zúñiga	Un orfeón particular	-	Relato	http://hemerotecadigital.bne.es/issue.vm?id=0004071485&search=&lang=es	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:13544	-	Pablo Barrio Aller	2011-03-02T00:00:00+00:00
1801	770	es-ES	Juan Pérez Zúñiga	Efectos de mi cocina	-	Relato	http://hemerotecadigital.bne.es/issue.vm?id=0004073316&search=&lang=es	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:14083	-	Pablo Barrio Aller	2011-12-23T00:00:00+00:00
1376	656	es-ES	Juan Pérez Zúñiga	El destripador de viudas	-	Relato	http://hemerotecadigital.bne.es/issue.vm?id=0004076121&search=&lang=es	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:13930	-	Pablo Barrio Aller	2011-07-22T00:00:00+00:00
76951	8525	es-ES	Susan Andersen	Cálido amor de verano	-	Romántico	-	-	-	-	-	-	-	2014-05-29T22:00:00+00:00
97350	11119	es-ES	Ana Álvarez	Algún día te besaré	-	Novela	-	Penguin Random House Grupo Editorial	-	-	-	-	-	2018-09-30T22:00:00+00:00
129947	11381	es-ES	Linda Howard	No te dejaré atrás	-	Novela	-	-	-	-	-	-	-	2018-10-30T23:00:00+00:00
9869	3152	es-ES	Roger Hauser	50 films de terror	-	Comunicación	-	-	-	-	urn:isbn:9789879887394	-	-	2015-02-08T23:00:00+00:00
65812	6724	es-ES	Graf Karlfried Dürckheim	Meditar, por qué y cómo	-	Ensayo	-	-	-	-	-	-	-	1999-07-14T22:00:00+00:00
48928	7741	es-ES	Robyn Donald	Pasión despiadada	-	Romántico	-	-	-	-	-	-	MT Color & Diseño S.L.	2016-05-04T09:53:06+00:00
57932	8494	es-ES	Violeta Lago	Todo o nada	-	Novela	-	-	-	-	-	-	-	2016-02-11
39073	5888	es-ES	Catherine Mann	Nuestra noche de pasión	-	Romántico	-	-	-	-	-	-	-	2015-01-17T23:00:00+00:00
243005	22618	es-ES	Joan E. Garcés	Soberanos e intervenidos	-	Ensayo	-	-	-	-	-	-	-	2012-08-31T22:00:00+00:00
39373	6508	es-ES	Cervantes	Entremeses	-	Teatro	-	-	-	-	-	-	-	1614-12-31T23:00:00+00:00
37226	5202	es-ES	Natalie Anderson	Amante habitual	-	Romántico	-	-	-	-	-	-	-	2015-04-14T22:00:00+00:00
38772	6364	es-ES	Natalie Anderson	Citas peligrosas	-	Romántico	-	-	-	-	-	-	-	2015-01-28T23:00:00+00:00
38537	5710	es-ES	Natalie Anderson	El color de tus ojos	-	Romántico	-	-	-	-	-	-	-	2017-03-28
42035	6089	es-ES	Natalie Anderson	Una desconocida en mi cama	-	Romántico	-	-	-	-	-	-	MT Color & Diseño S.L.	2012-12-31T23:00:00+00:00
39647	6335	es-ES	Natalie Anderson	Una vez no es suficiente	-	Romántico	-	-	-	-	-	-	MT Color & Diseño S.L.	2015-11-13T23:00:00+00:00
212255	24027	es-ES	Ambrosio Aurelio Teodosio «Macrobio»	Saturnales	-	Filosófico	-	-	-	-	-	-	-	2014-06-30T23:00:00+00:00
46405	5511	es-ES	Thich Nhat Hanh	Felicidad	text	Autoayuda	-	© 2009 by Unified Buddhist Church, Inc. All rights reserved.	-	-	-	EPUB	Katrien van Steen	2013-11-14T23:00:00+00:00
85983	9074	es-ES	Abbi Glines	Respira	-	Romántico	-	-	-	-	-	-	-	2014-09-01
258527	23864	es-ES	Martin Kitchen	Speer	-	Divulgación	-	-	-	-	urn:uuid:FA7F97FD-A134-40D8-84C0-123AD9BA4C42	-	-	2015-10-14T22:00:00+00:00
152462	16577	es-ES	Zygmunt Miloszewski	La ira	-	Novela	-	-	-	-	-	-	-	2018-09-20T10:45:30+00:00
136871	14115	es-ES	Rafaela Cano	La senda del rey	-	Novela	-	-	-	-	-	-	-	2018-02-16T08:41:16Z
134011	15643	es-ES	Anny Peterson	La magfia que nos une	-	Novela	-	Penguin Random House Grupo Editorial	-	-	-	-	-	2018-09-13T22:00:00+00:00
218727	20647	es-ES	Hugo Alconada Mon	La piñata	-	Ciencias sociales	-	No se permite la reproducción parcial o total, el almacenamiento, el alquiler, la transmisión o la transformación de este libro, en cualquier forma o por cualquier medio, sea electrónico o mecánico, mediante fotocopias, digitalización u otros métodos, sin el permiso previo y escrito del editor. Su infracción está penada por las leyes 11.723 y 25.446 de la República Argentina.	-	-	-	-	Hugo Alconada Mon es abogado; magíster por la Universidad de Navarra, España; visiting scholar en la Universidad de Missouri; becario del Draper-Hills Program de la Universidad de Stanford; y becario Eisenhower. En enero de 2002 ingresó en el diario La Nación, y entre enero de 2005 y febrero de 2009 fue su corresponsal en los Estados Unidos. Sus notas y reportajes fueron publicados en medios de España, México, Estados Unidos, Brasil, Colombia, Perú, Uruguay, Puerto Rico, Venezuela y Chile, entre otros países. En la actualidad se desempeña como prosecretario de Redacción, abocado a investigaciones sobre corrupción, lavado de activos y fraude corporativo. Ganador de los premios Adepa (2000 y 2012), “Pedro Joaquín Chamorro” (Sociedad Interamericana de Prensa, 2009), Grupo de Diarios de América (GDA, 2012), Cruz del Sur (2013), Transparencia Internacional / IPYS (2014) a la mejor investigación periodística en América Latina, y finalista del “Daniel Pearl Award” a una de las mejores cinco investigaciones del mundo del bienio 2008-2009. Recibió el diploma a la trayectoria y el compromiso social de la Honorable Cámara de Diputados de la Nación (2014), durante la presidencia del oficialismo. Ha dado conferencias y cursos en el Honorable Senado de la Nación y la Honorable Cámara de Diputados de la Nación, la Universidad Pontificia de Salamanca y el Wilson Center (Washington, DC), entre otros ámbitos. Es miembro del Foro de Periodismo Argentino (Fopea) y del International Consortium of Investigative Journalists (ICIJ). Publicó los libros Los secretos de la valija (2009), Las coimas del gigante alemán (2011) y Boudou, Ciccone y la máquina de hacer billetes (2013), todos en Editorial Planeta.	2015-09-12T22:00:00+00:00
67460	10040	es-ES	Vanessa Arrabal	El puente de los sueños olvidados	-	Novela	-	Penguin Random House Grupo Editorial	-	-	-	-	-	2018-10-14T22:00:00+00:00
94290	12933	es-ES	Miguel Ángel Martínez-González	Salud a ciencia cierta	-	Divulgación	© Editorial Planeta, S. A.	-	-	-	-	-	-	2018-09-24T22:00:00+00:00
2236	961	es-ES	Eduardo López Bago	La serenata	-	Relato	http://hemerotecadigital.bne.es/issue.vm?id=0001480081&search=&lang=es	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:13634	-	Pablo Barrio Aller	2011-01-20T00:00:00+00:00
3743	1294	es-ES	Eduardo López Bago	El diamante negro	-	Relato	http://hemerotecadigital.bne.es:80/details.vm?q=id:0004793999	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:13848	-	Pablo Barrio Aller	2016-04-27T00:00:00+00:00
1671	714	es-ES	Eduardo López Bago	La base de una buena fortuna	-	Relato	http://hemerotecadigital.bne.es/issue.vm?id=0000579977&search=&lang=es	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:13262	-	Pablo Barrio Aller	2010-08-23T00:00:00+00:00
4056	1467	es-ES	Eduardo López Bago	Las siete estaciones	-	Relato	http://hemerotecadigital.bne.es/issue.vm?id=0001476697&search=&lang=es	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:13392	-	Pablo Barrio Aller	2011-04-04T00:00:00+00:00
3336	1199	es-ES	Eduardo López Bago	El estreno de la vida	-	Relato	http://hemerotecadigital.bne.es/issue.vm?id=0000618920&search=&lang=es	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:3116	-	Pablo Barrio Aller	2010-12-14T00:00:00+00:00
5023	1633	es-ES	Eduardo López Bago	La obra maestra	-	Relato	http://hemerotecadigital.bne.es/issue.vm?id=0003020754&lang=es	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:14077	-	Pablo Barrio Aller	2015-01-13T00:00:00+00:00
2798	1124	es-ES	Eduardo López Bago	Fotografías instantáneas	-	Relato	http://hemerotecadigital.bne.es/issue.vm?id=0001116666&page=7&search=&lang=es	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:13567	-	Pablo Barrio Aller	2010-07-14T00:00:00+00:00
1349	603	es-ES	Eduardo López Bago	Las nubes (Historia de bastidores)	-	Realista	http://hemerotecadigital.bne.es/issue.vm?id=0001113292&search=&lang=es	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:3117	-	Pablo Barrio Aller	2010-07-07T00:00:00+00:00
2065	860	es-ES	Eduardo López Bago	La boda	-	Relato	http://hemerotecadigital.bne.es/issue.vm?id=0000582660&search=&lang=es	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:14397	-	Pablo Barrio Aller	2010-11-23T00:00:00+00:00
1509	693	es-ES	Eduardo López Bago	El traje usado	-	Relato	http://hemerotecadigital.bne.es:80/details.vm?q=id:0004793245	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:13659	-	Pablo Barrio Aller	2015-12-31T00:00:00+00:00
3328	1227	es-ES	Eduardo López Bago	El desafío	-	Relato	http://hemerotecadigital.bne.es:80/details.vm?q=id:0004794035	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:13487	-	Pablo Barrio Aller	2016-03-02T00:00:00+00:00
2037	838	es-ES	Eduardo López Bago	Efecto de nieve	-	Relato	http://hemerotecadigital.bne.es/issue.vm?id=0000603970&search=&lang=es	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:14063	-	Pablo Barrio Aller	2011-01-11T00:00:00+00:00
5747	1926	es-ES	Eduardo López Bago	La ciudad muerta	-	Relato	http://hemerotecadigital.bne.es/issue.vm?id=0002986122&search=&lang=es	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:14416	-	Pablo Barrio Aller	2011-07-07T00:00:00+00:00
4338	1590	es-ES	José María Matheu	Excelente cómico	-	Relato	http://hemerotecadigital.bne.es:80/details.vm?q=id:0001499998	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:13556	-	Pablo Barrio Aller	2016-11-08T00:00:00+00:00
2646	1081	es-ES	José María Matheu	El doctor Gravidius	-	Relato	http://hemerotecadigital.bne.es:80/details.vm?q=id:0000567167	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:13688	-	Pablo Barrio Aller	2015-10-29T00:00:00+00:00
2029	860	es-ES	José María Matheu	Muerta para el mundo	-	Relato	http://hemerotecadigital.bne.es:80/details.vm?q=id:0000723467	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:13456	-	Pablo Barrio Aller	2015-11-16T00:00:00+00:00
84196	7657	es-ES	Priscila Serrano	Un amor para recordar	-	Novela	-	Penguin Random House Grupo Editorial	-	-	-	-	-	2018-07-22T22:00:00+00:00
2158	862	es-ES	Pedro Escamilla	Lucifer	-	Relato	http://hemerotecadigital.bne.es:80/details.vm?q=id:0003433857	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:14441	-	Pablo Barrio Aller	2017-03-13T00:00:00+00:00
3054	1093	es-ES	Pedro Escamilla	¡Adiós mi dinero!	-	Relato	http://hemerotecadigital.bne.es/issue.vm?id=0003463285&search=&lang=es	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:14156	-	Pablo Barrio Aller	2014-07-28T00:00:00+00:00
2085	829	es-ES	Pedro Escamilla	¡Su retrato!	-	Relato	http://hemerotecadigital.bne.es/issue.vm?id=0003519556&search=&lang=es	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:13703	-	Pablo Barrio Aller	2012-05-11T00:00:00+00:00
2876	1083	es-ES	Pedro Escamilla	El rosal del diablo	-	Relato	http://hemerotecadigital.bne.es:80/details.vm?q=id:0003449335	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:13434	-	Pablo Barrio Aller	2016-05-20T00:00:00+00:00
3151	1147	es-ES	Pedro Escamilla	¡Que viene el coco!	-	Relato	http://hemerotecadigital.bne.es:80/details.vm?q=id:0003456641	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:70604	-	Pablo Barrio Aller	2015-07-07T00:00:00+00:00
2894	1056	es-ES	Pedro Escamilla	Un alcalde de montera	-	Relato	http://hemerotecadigital.bne.es:80/details.vm?q=id:0003444150	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:13432	-	Pablo Barrio Aller	2016-06-15T00:00:00+00:00
2363	962	es-ES	Pedro Escamilla	Adrián el Tullido	-	Relato	http://hemerotecadigital.bne.es:80/details.vm?q=id:0003452602	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:13620	-	Pablo Barrio Aller	2017-05-18T00:00:00+00:00
2197	876	es-ES	Pedro Escamilla	El gato blanco	-	Relato	http://hemerotecadigital.bne.es/details.vm?a=3433857&t=%2Bcreation&l=600&y=1881&lang=es&s=7	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:3158	-	Pablo Barrio Aller	2015-04-08T00:00:00+00:00
4468	1537	es-ES	Pedro Escamilla	El Oficio de Difuntos	-	Bélico	http://hemerotecadigital.bne.es:80/details.vm?q=id:0003441739	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:3150	-	Pablo Barrio Aller	2016-02-10T00:00:00+00:00
2336	938	es-ES	Pedro Escamilla	Los calamares	-	Relato	http://hemerotecadigital.bne.es/issue.vm?id=0003526587&search=&lang=es	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:13683	-	Pablo Barrio Aller	2012-06-21T00:00:00+00:00
1288	550	es-ES	Pedro Escamilla	El gaitero de la aldea	-	Relato	http://hemerotecadigital.bne.es:80/details.vm?q=id:0003440097	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:14452	-	Pablo Barrio Aller	2016-07-22T00:00:00+00:00
2091	854	es-ES	Pedro Escamilla	La buenaventura	-	Filosófico	http://hemerotecadigital.bne.es:80/details.vm?q=id:0003459819	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:3152	-	Pablo Barrio Aller	2015-10-23T00:00:00+00:00
2906	1072	es-ES	Pedro Escamilla	La muela del juicio	-	Relato	http://hemerotecadigital.bne.es/issue.vm?id=0003455981&search=&lang=es	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:13502	-	Pablo Barrio Aller	2015-02-20T00:00:00+00:00
2616	1005	es-ES	Pedro Escamilla	El poso del café	-	Relato	http://hemerotecadigital.bne.es:80/details.vm?q=id:0003447961	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:14068	-	Pablo Barrio Aller	2016-11-16T00:00:00+00:00
3467	1239	es-ES	Pedro Escamilla	La mosca	-	Relato	http://hemerotecadigital.bne.es/issue.vm?id=0003450157&search=&lang=es	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:13969	-	Pablo Barrio Aller	2013-07-08T00:00:00+00:00
2620	994	es-ES	Pedro Escamilla	La hilandera	-	Relato	http://hemerotecadigital.bne.es:80/details.vm?q=id:0003451272	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:13481	-	Pablo Barrio Aller	2015-11-29T00:00:00+00:00
2670	997	es-ES	Pedro Escamilla	Los sietes y los nueves	-	Relato	http://hemerotecadigital.bne.es:80/details.vm?q=id:0003516764	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:3154	-	Pablo Barrio Aller	2017-09-28T00:00:00+00:00
2462	966	es-ES	Pedro Escamilla	El hombre catástrofe	-	Relato	http://hemerotecadigital.bne.es:80/details.vm?q=id:0003520979	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:13899	-	Pablo Barrio Aller	2016-03-11T00:00:00+00:00
2091	853	es-ES	Pedro Escamilla	La pesca del diablo	-	Relato	http://hemerotecadigital.bne.es:80/details.vm?q=id:0003440380	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:14298	-	Pablo Barrio Aller	2015-12-16T00:00:00+00:00
2610	993	es-ES	Pedro Escamilla	Ardides de un usurero	-	Relato	http://hemerotecadigital.bne.es:80/details.vm?q=id:0003458437	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:13945	-	Pablo Barrio Aller	2016-04-06T00:00:00+00:00
4278	1487	es-ES	Pedro Escamilla	La cabellera negra	-	Relato	http://hemerotecadigital.bne.es/issue.vm?id=0003444346&search=&lang=es	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:14296	-	Pablo Barrio Aller	2014-01-07T00:00:00+00:00
3354	1131	es-ES	Pedro Escamilla	Ghurt	-	Relato	http://hemerotecadigital.bne.es:80/details.vm?q=id:0003446501	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:13595	-	Pablo Barrio Aller	2015-09-03T00:00:00+00:00
3249	1119	es-ES	Pedro Escamilla	El canto de la lechuza	-	Relato	http://hemerotecadigital.bne.es:80/details.vm?q=id:0003456857	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:3149	-	Pablo Barrio Aller	2015-11-09T00:00:00+00:00
4234	1411	es-ES	Pedro Escamilla	El reloj	-	Relato	http://hemerotecadigital.bne.es:80/details.vm?q=id:0003443889	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:13825	-	Pablo Barrio Aller	2016-09-22T00:00:00+00:00
2294	904	es-ES	Pedro Escamilla	El cuadro de maese Abraham	-	Relato	http://hemerotecadigital.bne.es:80/details.vm?q=id:0003441444	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:14120	-	Pablo Barrio Aller	2015-07-28T00:00:00+00:00
1918	763	es-ES	Pedro Escamilla	La cabeza de San Pablo	-	Bélico	http://hemerotecadigital.bne.es:80/details.vm?q=id:0003441574	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:3153	-	Pablo Barrio Aller	2016-04-29T00:00:00+00:00
2331	873	es-ES	Pedro Escamilla	El número trece	-	Relato	http://hemerotecadigital.bne.es:80/details.vm?q=id:0003461688	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:14110	-	Pablo Barrio Aller	2016-01-13T00:00:00+00:00
2670	1032	es-ES	Pedro Escamilla	El tiesto de claveles	-	Relato	http://hemerotecadigital.bne.es:80/details.vm?q=id:0003516695	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:3151	-	Pablo Barrio Aller	2016-05-19T00:00:00+00:00
2722	926	es-ES	Pedro Escamilla	El sombrero blanco	-	Relato	http://hemerotecadigital.bne.es/issue.vm?id=0003521849&search=&lang=es	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:13281	-	Pablo Barrio Aller	2012-11-08T00:00:00+00:00
2359	970	es-ES	Luis Mariano de Larra	El gallo de la Pasión	-	Realista	http://hemerotecadigital.bne.es:80/details.vm?q=id:0001476768	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:3146	-	Pablo Barrio Aller	2016-03-23T00:00:00+00:00
2163	845	es-ES	Luis Mariano de Larra	El 2.645	-	Realista	http://hemerotecadigital.bne.es:80/details.vm?q=id:0001478415	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:3144	-	Pablo Barrio Aller	2015-12-04T00:00:00+00:00
2636	1031	es-ES	Luis Mariano de Larra	El blanco y el negro	-	Relato	http://hemerotecadigital.bne.es:80/details.vm?q=id:0001495910	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:13829	-	Pablo Barrio Aller	2016-04-26T00:00:00+00:00
2796	1052	es-ES	Luis Mariano de Larra	El nietecito	-	Realista	http://hemerotecadigital.bne.es:80/details.vm?q=id:0001492679	Creative Commons. Reconocimiento-NoComercial-SinObraDerivada 3.0 España	-	-	calibre:3145	-	Pablo Barrio Aller	2016-01-11T00:00:00+00:00
