53595	7881	fr	Hugo Victor	La Légende des siècles Tome I	-	-	-	Copyright © 2014 Ilivri	-	ILIVRI	9782335002591	epub	-	2014
67207	8471	fr	Hugo Victor	Bug-Jargal	-	-	-	Copyright © 2014 Ilivri	-	ILIVRI	9782335002614	epub	-	2014
56585	8010	fr	Inconnu(e)	La Noël au Canada	-	-	-	-	-	-	urn:uuid:B72FC3C1-6C6E-1014-84D4-DDFB91F76259	-	-	2013-04-30T20:23:47Z
110979	12342	fr	Hugo Victor	Les Misérables Tome III	-	-	-	Copyright © 2014 Ilivri	-	ILIVRI	9782335004397	epub	-	2014
24324	5524	fr	Aloysius Bertrand	Gaspard de la nuit	-	-	-	Copyright © 2014 Ilivri	-	ILIVRI	9782335007794	epub	-	2014
136795	12211	fr	Zola Emile	La Curée	-	-	-	Copyright © 2014 Ilivri	-	ILIVRI	9782335004892	epub	-	2014
153544	13946	fr	Rodolphe Töpffer	Nouvelles genevoises	-	Nouvelles	-	Copyright © 2014-05-07 Ilivri	-	ILIVRI	9782335062625	epub	Rodolphe Töpffer	2014-05-07
41001	5495	fr	Raymond Radiguet	Le Bal du comte d’Orgel	-	-	-	Copyright © 2014 Ilivri	-	ILIVRI	9782335005196	epub	-	2014
232477	18620	fr	de Balzac Honoré	Splendeurs et misères des courtisanes	-	-	-	Copyright © 2014 Ilivri	-	ILIVRI	9782335005356	epub	-	2014
116262	9650	fr	Rousseau, Jean-Jacques	Émile, ou De l’éducation	-	-	-	Copyright © 2014 Ilivri	-	ILIVRI	9782335007824	epub	-	2014
69094	9489	fr	Inconnu(e)	Histoire du Canada (1944) 1	-	-	-	-	-	-	urn:uuid:CD0C265C-6C6E-1014-9DDF-E0A4201DBAB1	-	-	2013-04-30T20:24:12Z
193125	16502	fr	Flaubert Gustave	L’Éducation sentimentale	-	Roman	-	Copyright © 2014 Ilivri	-	ILIVRI	9782335005516	epub	-	2014
20633	4406	fr	de Maupassant, Guy	Mlle Fifi - Eau-forte par Just.	-	-	-	Copyright © 2014 Ilivri	-	ILIVRI	9782335007862	epub	-	2014
206284	16944	fr	ILIVRI.	No Title	-	-	-	Copyright 2015 ILIVRI. All rights reserved.	-	ILIVRI	prostbook	epub	-	2015
23002	3439	fr	Beaumarchais	Le Barbier de Séville	-	Essai	-	Copyright © 2014 Ilivri	-	ILIVRI	9782335002157	epub	-	2014
25755	4395	fr	Blanche Lamontagne-Beauregard	Un coeur fidèle	-	-	-	-	-	La Bibliothèque électronique du Québec	urn:uuid:86077973-748B-1014-8D0E-E3AD550B2178	-	-	2016-08-20T11:39:24Z
19335	2580	fr	Molière	Les Fourberies de Scapin	-	-	-	Copyright © 2014 Ilivri	-	ILIVRI	9782335004236	epub	-	2014
73468	8663	fr	Inconnu(e)	Histoire du Canada (1944) 2	-	-	-	-	-	-	urn:uuid:D277B149-6C6E-1014-B08F-914C6971D52B	-	-	2013-04-30T20:24:19Z
5259	1056	fr	Molière	Le médecin volant	-	Comédie	-	Copyright © 2014 Ilivri	-	ILIVRI	9782335015171	epub	Jean-Baptiste Poquelin	2014
6014	1455	fr	Zola, Emile	L’Affaire Dreyfus : lettre à M. Félix Faure	-	Actualités, Reportages	-	Copyright © 2014 Ilivri	-	ILIVRI	9782335005097	epub	-	2014
39840	4917	fr	Inconnu(e)	Les contes de Jos Violon	-	-	-	-	-	-	urn:uuid:A3ABD85B-6C6E-1014-9CAD-E36E87D75388	-	-	2013-04-30T20:23:24Z
219136	13653	fr	Stendhal	Le Rouge et le Noir	-	-	-	Copyright © 2014 Ilivri	-	ILIVRI	9782335004090	epub	-	2014
49936	7287	fr	Damase Potvin	L'appel de la terre	-	-	-	-	-	La Bibliothèque électronique du Québec	urn:uuid:B71F1572-7C7D-1014-922D-809983C40526	-	-	2016-04-09T11:12:12Z
190392	13511	fr	Zola Emile	Nana	-	-	-	Copyright © 2014 Ilivri	-	ILIVRI	9782335005110	epub	-	2014
144359	13106	fr	Hugo Victor	Les Misérables Tome I - Fantine	-	-	-	Copyright © 2014 Ilivri	-	ILIVRI	9782335002737	epub	-	2014
38161	5021	fr	Hugo Victor	Ruy Blas	-	Essai	-	Copyright © 2014 Ilivri	-	ILIVRI	9782335005417	epub	-	2014
